,image_path,actual,predicted
17,00211922-107_TIF.jpg,"{'description': (0x010E) ASCII=00211922-107, 04-06-20, events, staff - location, COVID-19, coronavirus, Unsung Heroes, Animal Resource Center, ARC, @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Apron, gloves, blue, blue gloves, blue glove, blue glove"
18,00216511-028-V1_TIF.jpg,"{'description': (0x010E) ASCII=00216511, campus exterior, aerial views @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Hospital, city, hospital, hospital building, hospital, hospital, hospital, hospital, hospital, hospital"
19,00204680-015_TIF.jpg,"{'description': (0x010E) ASCII=00204680-015, 01-29-19, research instruments, vials, blue light, Macromolecular Synthesis, Liberty Blue Automated Microwave Peptide Synthesizer, @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Biological, lab, microscopic, microscopes, microscopic organisms, micro"
20,00213077-011_TIF.jpg,"{'description': (0x010E) ASCII=00213077-011, 11-09-20, campus exteriors, campus details, fall, seasons, leaves, trees, garden, @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Trees, water fountain, statue, flowers, greenery, brick, park, garden"
21,00213011-013_TIF.jpg,"{'description': (0x010E) ASCII=00213011-013, 11-04-20,  campus exteriors, campus details, fall, seasons, leaves, Kay Research and Care Center, @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Research and Cure Center, building, building sign, building name, building signage, building sign"
22,00204680-005_TIF.jpg,"{'description': (0x010E) ASCII=00204680-005, 01-29-19, research instruments, bottles, Macromolecular Synthesis, Automated Microwave Peptide Synthesizer, @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: protein, protein powder, protein supplement, protein powder for athletes, protein powder"
23,00212430-018_TIF.jpg,"{'description': (0x010E) ASCII=00212430-018, 08-11-20, staff - groups, staff - location portraits, Scientific Report, Radiation Oncology, male, man, Thomas Merchant DO, PhD, @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Thomas, MD, FACR, FACR, FACR, FACR,"
24,00204787-015_TIF.jpg,"{'description': (0x010E) ASCII=00204787-015, 02-05-19, research instruments, laboratory, 96 channel pipette, 96-well plates, @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: High-quality metadata keywords for the image include:

1. DNA
2. DNA sequ"
25,00204754-015_TIF.jpg,"{'description': (0x010E) ASCII=00204754-015, 01-30-19, research instruments, Affeymetrix, DNA microarrays, GeneChip arrays, @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: High-quality metadata keywords for the image include ""soda machine,"" ""soda dispenser,"""
26,00211922-121_TIF.jpg,"{'description': (0x010E) ASCII=00211922-121, 04-06-20, events, staff - location, COVID-19, coronavirus, Unsung Heroes, Office of Legal Services, LaResa Young, @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Keywords: woman, computer, monitor, laptop, keyboard, mouse, coffee, cup, des"
27,00204680-023_TIF.jpg,"{'description': (0x010E) ASCII=00204680-023, 01-29-19, research instruments, vials, blue light, Macromolecular Synthesis, Liberty Blue Automated Microwave Peptide Synthesizer, @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Blue, glass, vials, labeled, labeled, labeled, labeled,"
28,00216097-005_TIF.jpg,"{'description': (0x010E) ASCII=00216097, campus aerial views, exterior @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: City, buildings, sky, cityscape, cityscape, city, cityscape,"
29,00214999-018_TIF.jpg,"{'description': (0x010E) ASCII=00214999-018, 10-21-21, Memphis views, downtown, city, trolly, Main Street, @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Main street trolley, green bus, street, traffic light, traffic lights, traffic signal,"
30,00209202-021_Capers_TIF.jpg,"{'description': (0x010E) ASCII=00209202-021, 09-04-19, events, Blueprint Series, MTC auditorium, Shari Capers (Strategic Planning), @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Speaker, microphone, audience, presentation, speaker notes, presentation notes, speaker's name"
31,00211922-076_TIF.jpg,"{'description': (0x010E) ASCII=00211922-076, 04-06-20, events, staff - location, COVID-19, coronavirus, Unsung Heroes, Environmental Services, Facilities Operations and Maintenance, nitrogen, Tony Mays, @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Hydrogen, nitrogen, liquid nitrogen, liquid helium, liquid helium"
32,00204666-113_TIF.jpg,"{'description': (0x010E) ASCII=00204666-113, 01-29-19, research instruments, science, laboratory, genome sequencing slides, @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Color, colorful, colorfulness, colorfulness, colorfulness, colorfulness"
33,203901-025_TIF.jpg,"{'description': (0x010E) ASCII=A St. Jude Research website image from Steve Varga’s lab. Stacey Hartwig

- SJR - Steven (Steve) Varga lab at Donald P. Pinkel, MD, Research Tower.

- Camera Settings: ILCE-9M2, 35mm, ISO 400, 1/500, f/1.8, Wed, 06-21-2023 at 14:48. v.04.2024 OP @ 224}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Paper, computer, mouse, mouse pad, mouse, mouse pad, mouse, mouse, mouse"
34,00212017-011_TIF.jpg,"{'description': (0x010E) ASCII=00212017-011, 05-15-20, staff - location, events, Coffee Break, COVID, COVID-19, pandemic, administration, Spiritual Care Services, Mark Brown, @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Man, suit, jacket, tie, glasses, hand, arm, elbow, w"
35,00204697-011_TIF.jpg,"{'description': (0x010E) ASCII=00204697-011, 01-31-19, research instruments, laboratory, reagent bottles, glassware,  @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Metadata keywords: water, bottles, glass, containers, containers, bottle, bottles"
36,00202524-010_TIF.jpg,"{'description': (0x010E) ASCII=00202524-010, 10-03-18, campus exteriors, Longinotti Building, Barry Building, St Jude North Building, @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Building, trees, sky, building, leaves, building, trees, sky, building, trees,"
37,00204680-028_TIF.jpg,"{'description': (0x010E) ASCII=00204680-028, 01-29-19, research instruments, vials, blue light, Macromolecular Synthesis, Liberty Blue Automated Microwave Peptide Synthesizer, @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Metadata keywords: blue, blue light, blue lighting, blue lighting equipment, blue light"
38,00204666-127_TIF.jpg,"{'description': (0x010E) ASCII=00204666-127, 01-29-19, research instruments, science, laboratory, genome sequencing slides, @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Light, lighting, color, colorful, colorful lights, colorful glow sticks"
39,353104-001-V1_TIF.jpg,"{'description': (0x010E) ASCII=Hope Garden

-  at Hope Garden.

- Camera Settings: L1D-20c, 28mm, ISO 100, 1/800, f/6.3, Wed, 01-31-2024 at 12:11. v.12.01.23 @ 236}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Hope, path, bench, heart, grass, flowers, sculpture, garden, children,"
40,00183960-067_wm_TIF.jpg,"{'description': (0x010E) ASCII=00183960-067, 03-17-16, research procedures, laboratory, lab, pipet, pipette, pipetting, drop, @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Biosketch, Biosketch, Biosketch, Biosketch,"
41,195701-067_TIF.jpg,"{'description': (0x010E) ASCII=Members of Infectious Diseases travel to Delaware Bay to gather sample for studying bird flu. Jon (Patrick) Seiler

- FY23 - Delaware Bay at Delaware Bay.

- Camera Settings: ILCE-9M2, 12mm, ISO 200, 1/6400, f/5.6, Mon, 05-22-2023 at 15:55. v.04.2024 OP @ 224}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Beach, sun, sand, rocks, sunlight, shadows, sun glasses, sun protection"
42,10001677-044-V1_TIF.jpg,"{'description': (0x010E) ASCII=10-05-22, Campus exterior, i4ARC, ARC, research tower, drone, evening, Inspiration Advanced Research Center @ 236}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Inspiration, advanced research, building, glass, light, office, sign, signage,"
43,135201-011-V3_TIF.jpg,"{'description': (0x010E) ASCII=Campus exterior drone photos, evening, stock, Inspiration4 Advanced Research Center @ 236}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Building, lights, trees, trees, lights, lights, lights, lights, lights, lights,"
44,00213077-013_TIF.jpg,"{'description': (0x010E) ASCII=00213077-013, 11-09-20, campus exteriors, campus details, fall, seasons, leaves, trees, @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: St joseph's children's research hospital, st joseph's children'"
45,00204589-039_TIF.jpg,"{'description': (0x010E) ASCII=00204589-039, 01-18-19, research procedures, vials, @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Lab, lab equipment, scientific equipment, scientific instruments, scientific research, scientific study, scientific experiment,"
46,00206969-006_Kalodimos_TIF.jpg,"{'description': (0x010E) ASCII=00206969-006, 05-23-19, staff location portraits, individuals, researchers, Bruker Ascend 1.1 GHz magnet, NMR, man, male, Babis Kalodimos PhD (Structural Biology), @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Newsletter, magazine, man, blue, light, blue, light blue, light blue, light"
47,00204903-005_TIF.jpg,"{'description': (0x010E) ASCII=00204903-005, 02-14-19, research instruments, science, laboratory, 96-well plate, vials, @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Green, green light, green screen, green screened, green screened device, green screened"
48,246004-016_TIF.jpg,"{'description': (0x010E) ASCII=A St. Jude Research website image from the Developmental Neurobiology - Neurocytometry Core.

- SJR - Developmental Neurobiology - Neurocytometry Core at Donald P. Pinkel, MD, Research Tower.

- Camera Settings: ILCE-9M2, 90mm, ISO 500, 1/320, f/2.8, Thu, 09-07-2023 at 10:33. v.04.2024 OP @ 224}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Keywords: plastic, glass, tubes, tubes, tubes, tubes,"
49,309802-021_TIF.jpg,"{'description': (0x010E) ASCII=A St Jude Research Website and Pharmacy and Pharmaceutical Sciences annual report photo in the Pharmacotyping Resource lab. Landon Choi

- PPS Report - Pharmacotyping Resource at CCC, Chili's Care Center.

- Camera Settings: ILCE-9M2, 90mm, ISO 800, 1/125, f/4.5, Fri, 11-17-2023 at 11:42. v.04.2024 OP @ 224}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Biology, microscopy, microbiology, cell biology, genetics, protein"
50,00213077-003_TIF.jpg,"{'description': (0x010E) ASCII=00213077-003, 11-09-20, campus exteriors, campus details, fall, seasons, leaves, trees, Donald P Pinkel MD Research Tower, Danny Thomas Research Center, entrance, @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Building, trees, leaves, building entrance, glass, building entrance, glass door, glass doorway"
51,00212001-011_TIF.jpg,"{'description': (0x010E) ASCII=00212001-011, 04-24-20, staff - location, events, Coffee Break, COVID, COVID-19, pandemic, administration, (LR) John Leech, James Downing MD (President and CEO), @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Businessman, suit, tie, glasses, suit jacket, suit pants, suit jack"
52,238502-019_TIF.jpg,"{'description': (0x010E) ASCII=A St Jude Research website and Investigator Insights photo of Manoo Bhakta and Nickhill Bhakta.

- SJR - Investigator Insights - Manoo Bhakta, Nickhill Bhakta at Tamer-Rashid Building.

- Camera Settings: ILCE-9M2, 133mm, ISO 400, 1/320, f/4, Fri, 08-18-2023 at 15:29. v.04.2024 OP @ 224}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Building, trees, people, walking, sidewalk, concrete, concrete pillars, concrete pillars"
53,235506-083_TIF.jpg,"{'description': (0x010E) ASCII=An image from the Structural Biology booklet of the X-ray Crystallography Center.

- Structural Biology Booklet - X-ray Crystallography Center at DTRC, Danny Thomas Research Center.

- Camera Settings: ILCE-9M2, 90mm, ISO 1000, 1/160, f/4, Fri, 09-08-2023 at 10:26. v.04.2024 OP @ 224}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Machine, machine tool, machine, machine tooling, machine tool, machine tooling, machine tool"
54,00207400-088_TIF.jpg,"{'description': (0x010E) ASCII=00207400-088, 06-21-19, Board of Governors, DEC, James Downing MD, @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Man, microphone, podium, podium stand, podium stand with microphone, pod"
55,00174912-082_wm_TIF.jpg,"{'description': (0x010E) ASCII=00174912-082, 12-06-14, sports, running, runners, walk, walkers, shoes, logo, @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Shoes, people, sign, drawing, drawing of a person, drawing of a child, drawing"
56,00207528-008_TIF.jpg,"{'description': (0x010E) ASCII=00207528-008, 07-10-19, staff - location portraits, researchers, two-shot, working, lab, mentors, Immunology, (LR) Ben Youngblood PhD, Shannon Boi PhD, @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Biology, lab, microbiology, microscopy, microscopes, microorganisms"
57,00204666-111_TIF.jpg,"{'description': (0x010E) ASCII=00204666-111, 01-29-19, research instruments, science, laboratory, genome sequencing slides, @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Colorful, colorful, colorful, colorful, colorful, colorful, colorful"
58,00211211-177_Allen_TIF.jpg,"{'description': (0x010E) ASCII=00211211-177, 02-19-20, staff - location portraits, triage room, Nursing, male, Stephen Allen, @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Man, medical equipment, medical device, medical supplies, medical equipment, medical device, medical supplies,"
59,00206969-003_Kalodimos_TIF.jpg,"{'description': (0x010E) ASCII=00206969-003, 05-23-19, staff location portraits, individuals, researchers, smiles, smiling, Bruker Ascend 1.1 GHz magnet, NMR, man, male, Babis Kalodimos PhD (Structural Biology), @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Ascend, man, smiling, blue, light, room, suit, suit jacket"
60,150003-003-V1_TIF.jpg,"{'description': (0x010E) ASCII=Memphis Views, Have More in Memphis, Stock, Mighty Lights, Memphis Bridge, HPV colors @ 236}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Bridge, city, cityscape, night, lights, reflection, water, sky, bridge over"
61,10002670-124-V1_TIF.jpg,"{'description': (0x010E) ASCII=10002670, Holiday Decorations, Christmas, Jude Lights, Stock, Campus @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Christmas lights, Santa, reindeer, Christmas tree, decorations, lights, tree, building"
62,00211245-159_cmp_TIF.jpg,"{'description': (0x010E) ASCII=00211245-159, 03-02-20, campus interiors, Bone Marrow Transplant, BMT, inpatient room, @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Purple, hospital, room, bed, chair, nurse, nurse's station,"
63,10002581-136-V1_TIF.jpg,"{'description': (0x010E) ASCII=10002581, 11-16-22, Memphis views, Nature, Overton Park, Have More in Memphis, walking trail @ 224}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Sunlight, leaves, trees, green, sculpture, sculpture of trees, sculpture of"
64,216202-005_TIF.jpg,"{'description': (0x010E) ASCII=New Daisy Theater
- Camera Settings: ILCE-9M2, 15mm, ISO 160, 1/30, f/10, Fri, 06-23-2023 at 14:21. @ 224}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: New daisy, theater, lights, stage, curtains, lights, stage lights,"
65,10002190-031_JPG.jpg,"{'description': (0x010E) ASCII=10002190, 11-01-22, people hospital staff, campus interior, Proton Therapy Center, Radiation Oncology, The Memphis Museum of Science and History, MoSH, @ 224}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Green laser, laser printer, laser printers, laser printers on a table"
66,00201051-092_TIF.jpg,"{'description': (0x010E) ASCII=00201051-092, 06-24-18, clinical procedures, location portraits, Eye Clinic, male, boy, Kaden Haynes, @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Eye glasses, eye, eye glasses, eyewear, eyewear, eye"
67,00204697-012_TIF.jpg,"{'description': (0x010E) ASCII=00204697-012, 01-31-19, research instruments, laboratory, reagent bottles, glassware, cleaning, autoclave,  @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Bottles, water, bottle, glass, container, container, bottle, bottle"
68,195701-128_TIF.jpg,"{'description': (0x010E) ASCII=Members of Infectious Diseases travel to Delaware Bay to gather sample for studying bird flu. 

- FY23 - Delaware Bay at Delaware Bay.

- Camera Settings: ILCE-9M2, 24mm, ISO 250, 1/640, f/9, Tue, 05-23-2023 at 10:11. v.04.2024 OP @ 224}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Keywords: blue gloves, gloves, glove, glove, glove, glo"
69,00204787-016_TIF.jpg,"{'description': (0x010E) ASCII=00204787-016, 02-05-19, research instruments, laboratory, 96 channel pipette, 96-well plates, @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Metadata keywords: DNA, DNA sequencing, sequencing, sequencing machine, sequencing machine"
70,00199428-025_TIF.jpg,"{'description': (0x010E) ASCII=00199428-025, 05-03-18, research instruments, mirrors, lasers, Flow Cytometry, @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Laser, light, electronics, circuit, wires, wiring, circuit board, electron"
71,203901-026_TIF.jpg,"{'description': (0x010E) ASCII=A St. Jude Research website image from Steve Varga’s lab.

- SJR - Steven (Steve) Varga lab at Donald P. Pinkel, MD, Research Tower.

- Camera Settings: ILCE-9M2, 90mm, ISO 400, 1/800, f/2.8, Wed, 06-21-2023 at 15:00. v.04.2024 OP @ 224}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Keywords: colorful, gaming, controller, joystick, game controller, gaming"
72,00210352-040_TIF.jpg,"{'description': (0x010E) ASCII=00210352-040, 12-20-19, events, staff - location, reception, Global Pediatric Medicine, Carlos Rodriguez Galindo MD, @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Man, woman, baby, baby carriage, microphone, microphone stand, microphone, micro"
73,00216511-036-V1_TIF.jpg,"{'description': (0x010E) ASCII=00216511, campus exterior,I4ARC research tower, ARC @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Inspiration, Advanced Research, Research, Building, Windows, Glass, Sign, Signage"
74,00212010-038_TIF.jpg,"{'description': (0x010E) ASCII=00212010-038, 05-07-20, events, COVID, COVID-19, coronavirus, pandemic, social distancing, campus exteriors, Dominos Event Center, @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Brick building, brick building, brick building, brick building, brick building, brick building, brick"
75,00207603-009_TIF.jpg,"{'description': (0x010E) ASCII=00207603-014, 07-12-19, campus interiors, Diagnostic Imaging, lobby, @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: The room is designed for relaxation and socializing."
76,00211332-004_TIF.jpg,"{'description': (0x010E) ASCII=00211332-004, 03-11-20, events, staff - location, Town Hall, COVID-19, James Downing MD (President and CEO), @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: The image depicts a large auditorium filled with people, with a man standing in front"
77,00213124-010_TIF.jpg,"{'description': (0x010E) ASCII=00213124, campus aerial, exterior, drone @ 200}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: St joseph's hospital, st joseph's young research hospital, st j"
78,10000715-041_TIF.jpg,"{'description': (0x010E) ASCII=A St. Jude Research image from Puneet Bagga’s lab. Esther Pavao

- SJR - Puneet Bagga lab at DTRC, Danny Thomas Research Center.

- Camera Settings: ILCE-9M2, 55mm, ISO 500, 1/20, f/2, Thu, 08-04-2022 at 14:30. v.04.2024 OP @ 224}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: High-quality metadata keywords for the image include ""woman"", ""scientist"", ""l"
